Text,Address,Street_Number,Street_Name,Street_Address,City,Zip_Code,State,Country
"University of Cambridge, The Old Schools, Trinity Lane, Cambridge, CB2 1TN","Trinity Lane, Cambridge, CB2 1TN",,Trinity Lane,Trinity Lane,Cambridge,CB2 1TN,,
"15 King Edward Street, London, EC1A 1HQ, United Kingdom",,15,King Edward Street,King Edward Street,London,EC1A 1HQ,,United Kingdom
"Crystal Waters Ltd, Birch Lane, Guildford, Surrey, GU1 2AB, company number 02345678","Birch Lane, Guildford, Surrey, GU1 2AB",,Birch Lane,Birch Lane,Guildford,GU1 2AB,Surrey,
"One Canada Square, Canary Wharf, London E14 5AB","Canary Wharf, London E14 5AB",,Canary Wharf,Canary Wharf,London,E14 5AB,,
"Registered Address: Blue Ocean Ltd, 32 Elm Avenue, Bristol BS9 3AB Company Registration Number: 55667788","32 Elm Avenue, Bristol BS9 3AB",32,Elm Avenue,32 Elm Avenue,Bristol,BS9 3AB,,
"Office: 789 Cedar Avenue, Greenwood, Leeds LS2 8DD Tel: 0113 246 7890 Email: info@cedaravenue.com","789 Cedar Avenue, Greenwood, Leeds LS2 8DD",789,Cedar Avenue,789 Cedar Avenue,Leeds,LS2 8DD,,
Registered Office: 159 George Street EH2 4JY Edinburgh GB Tel: 0131 456 7890 Fax: 0131 456 7891 Company Reg Number: 6789012 Scotland VAT Number: 543 2109 87,159 George Street EH2 4JY Edinburgh GB,159,George Street,159 George Street,Edinburgh,EH2 4JY,,GB
"Tech Solutions Ltd, Registered in England, Company No 56473829, Registered at Unit 4, 15-17 King Edward Street, Macclesfield, SK10 1AQ, VAT Registration No 234 5678 90","Unit 4, 15-17 King Edward Street, Macclesfield, SK10 1AQ",15-17,King Edward Street,"Unit 4, 15-17 King Edward Street",Macclesfield,SK10 1AQ,,
"5 Market Lane, Manchester, M1 1PW, United Kingdom",,5,Market Lane,Market Lane,Manchester,M1 1PW,,United Kingdom
"KJN Home Improvements Ltd Trading address: 74 Arundel Drive, Fareham, PO16 7NU Registered Company Number: 09895939 VAT number 232376715 Registered in England and Wales Telephone: 01329 237 715 Email: info@kjnhomeimprovements co uk","74 Arundel Drive, Fareham, PO16 7NU",74,Arundel Drive,74 Arundel Drive,Fareham,PO16 7NU,,
"Riverbank Homes PLC, River Street, Cambridge, Cambridgeshire, CB5 8AB, company number 04567823","River Street, Cambridge, Cambridgeshire, CB5 8AB",,River Street,River Street,Cambridge,CB5 8AB,Cambridgeshire,
"Address: The Red Lion Inn 4 Bridge Street, Knaresborough, HG5 8AB","4 Bridge Street, Knaresborough, HG5 8AB",4,Bridge Street,4 Bridge Street,Knaresborough,HG5 8AB,,
"Room 101, University Hall, 23 College Road, CB1 2HY","23 College Road, CB1 2HY",23,College Road,"University Hall, College Road",,CB1 2HY,,
"29 Castle Street, Edinburgh, EH2 3BN",,29,Castle Street,Castle Street,Edinburgh,EH2 3BN,,
"1 Exchange Tower, 2 Harbour Exchange Square, London, E14 9GE, Tel: +44 20 7153 1234","2 Harbour Exchange Square, London, E14 9GE",2,Harbour Exchange Square,2 Harbour Exchange Square,London,E14 9GE,Greater London,
LIVERPOOL DOCKS Open today - 10:00 until 18:00 0151 478 4499 L3 4AF,L3 4AF,,,,,L3 4AF,,
"57 Elm Road, Cotham, Bristol, BS6 5AA",,57,Elm Road,57 Elm Road,Bristol,BS6 5AA,Cotham,
"31 Victoria Avenue, Cardiff, CF10 2HL",,31,Victoria Avenue,Victoria Avenue,Cardiff,CF10 2HL,,
"2024 Clixx Win Limited All rights reserved Registered in England Company No 14481927 Registered at Delta House, 16 Bridge Road, Haywards Heath, RH16 1UA VAT Registration No 441 8281 96","16 Bridge Road, Haywards Heath, RH16 1UA",16,Bridge Road,16 Bridge Road,Haywards Heath,RH16 1UA,,
"12 High Street, Cambridge, CB2 3BJ",,12,High Street,High Street,Cambridge,CB2 3BJ,,
"Health Plus, 50 Riverside Road, Exeter, Devon, EX2 4TA, UK","50 Riverside Road, Exeter, Devon, EX2 4TA",50,Riverside Road,50 Riverside Road,Exeter,EX2 4TA,Devon,UK
"St. John's Innovation Centre, Cowley Road, Cambridge, CB4 0WS, Tel: +44 1223 420252","Cowley Road, Cambridge, CB4 0WS",,Cowley Road,Cowley Road,Cambridge,CB4 0WS,Cambridgeshire,
"Suite 23, Camelot Court, King Street, M2 4AW","Camelot Court, King Street, M2 4AW",,King Street,"Camelot Court, King Street",,M2 4AW,,
"SELLER means Highlands Properties, Willow Way, Manchester, Greater Manchester, M15 6FD, company number 06543210","Willow Way, Manchester, Greater Manchester, M15 6FD",,Willow Way,Willow Way,Manchester,M15 6FD,Greater Manchester,
"Smith & Sons, 22 Market Place, Norwich, Norfolk, NR2 1ND, UK","22 Market Place, Norwich, Norfolk, NR2 1ND",22,Market Place,22 Market Place,Norwich,NR2 1ND,Norfolk,UK
3rd Floor 22 Ridgeway Sheffield S9 3TY,3rd Floor 22 Ridgeway Sheffield S9 3TY,22,Ridgeway,3rd Floor 22 Ridgeway,Sheffield,S9 3TY,,
Westminster College 18 Victoria Square Glasgow G2 1RL,18 Victoria Square Glasgow G2 1RL,18,Victoria Square,Victoria Square,Glasgow,G2 1RL,,
"Service Centre: Block 4, 15 Mill Road, Cambridge, CB1 2AB","15 Mill Road, Cambridge, CB1 2AB",15,Mill Road,15 Mill Road,Cambridge,CB1 2AB,,
"6 Cedar House, Queens Rd, Brighton, East Sussex, BN1 3XF, UK","Queens Rd, Brighton, East Sussex, BN1 3XF",,Queens Rd,Queens Rd,Brighton,BN1 3XF,East Sussex,UK
"Greenfield Estates PLC, Registered in Scotland, Company No SC123456, Registered at 12 Elm Road, Perth, PH1 5AB, VAT Registration No 345 6789 01","12 Elm Road, Perth, PH1 5AB",12,Elm Road,12 Elm Road,Perth,PH1 5AB,,
Birmingham Library Centenary Square Birmingham B1 2ND,Centenary Square Birmingham B1 2ND,Centenary Square,,Centenary Square,Birmingham,B1 2ND,,
"Registered Office: 3rd Floor, 20 Victoria Street, Edinburgh, EH1 2HE","20 Victoria Street, Edinburgh, EH1 2HE",20,Victoria Street,20 Victoria Street,Edinburgh,EH1 2HE,,
"58 Park Lane, Croydon, CR0 1EA",,58,Park Lane,Park Lane,Croydon,CR0 1EA,,
"Horizon Developments, Poplar Road, Oxford, Oxfordshire, OX1 4TG, company number 07654321","Poplar Road, Oxford, Oxfordshire, OX1 4TG",,Poplar Road,Poplar Road,Oxford,OX1 4TG,Oxfordshire,
"Tech Solutions Ltd, 78 Queen Street, Edinburgh, EH2 3NH, UK","78 Queen Street, Edinburgh, EH2 3NH",78,Queen Street,78 Queen Street,Edinburgh,EH2 3NH,Edinburgh,UK
"Peak Digital Solutions Ltd Trading address: 101 High Road, London, NW10 2JR Registered Company Number: 08912345 VAT number 456789123 Registered in England and Wales Telephone: 020 8123 4567 Email: support@peakdigital.co.uk","101 High Road, London, NW10 2JR",101,High Road,101 High Road,London,NW10 2JR,,
Flat 2B 123 High Street London SE1 1AB,Flat 2B 123 High Street London SE1 1AB,123,High Street,Flat 2B 123 High Street,London,SE1 1AB,,
"Green Road, Wolverhampton West Midlands WV10 6XX",,,Green Road,Green Road,Wolverhampton,WV10 6XX,West Midlands,
Cambridge Market Square Cambridge CB2 3QJ,Market Square Cambridge CB2 3QJ,Market Square,,Market Square,Cambridge,CB2 3QJ,,
"Davidson Architects 33 Victoria Street, Edinburgh, EH1 2BW 0131 456 7890 inquiries@davidsonarchitects.co.uk","33 Victoria Street, Edinburgh, EH1 2BW",33,Victoria Street,33 Victoria Street,Edinburgh,EH1 2BW,,
"Suite 3, 45 Market Road, Cambridge, CB1 1DF",,,,,Cambridge,CB1 1DF,Cambridgeshire,
"Albany Environmental Services 44 Russell Square, London, WC1B 4JP 0207 287 8845 info@albanypestcontrol co uk","44 Russell Square, London, WC1B 4JP",44,Russell Square,44 Russell Square,London,WC1B 4JP,,
"Branch: Suite B, 25 Elm Avenue, Bristol, BS3 4RJ","25 Elm Avenue, Bristol, BS3 4RJ",25,Elm Avenue,25 Elm Avenue,Bristol,BS3 4RJ,,
"Address: Implant Cosmetic Smiles Clinic 27 Bedford Square, Houghton Regis, LU5 5ES","27 Bedford Square, Houghton Regis, LU5 5ES",27,Bedford Square,27 Bedford Square,Houghton Regis,LU5 5ES,,
"PO Box 678, Manchester, M60 2LA",,,,,Manchester,M60 2LA,Greater Manchester,
"45A High Street, Newcastle upon Tyne, NE1 1UN, Tel: +44 191 232 8900","45A High Street, Newcastle upon Tyne, NE1 1UN",45A,High Street,45A High Street,Newcastle upon Tyne,NE1 1UN,Tyne and Wear,
"Registered Office: Sunflower Enterprises Ltd, 9 Oakwood Drive, Nottingham NG7 2JD Company Registration Number: 77889900","9 Oakwood Drive, Nottingham NG7 2JD",9,Oakwood Drive,9 Oakwood Drive,Nottingham,NG7 2JD,,
"Corporate Office: Tech Innovators Ltd, 15 King Edward Street, Manchester M2 4WU Company Registration Number: 87654321","15 King Edward Street, Manchester M2 4WU",15,King Edward Street,15 King Edward Street,Manchester,M2 4WU,,
"1 Premier House, Sneyd St, Leek, Staffordshire, ST13 5HP, UK","Sneyd St, Leek, Staffordshire, ST13 5HP",,Sneyd St,Sneyd St,Leek,ST13 5HP,Staffordshire,UK
"Corporate Office: Suite 101, 6 Castle Lane, Swansea, SA1 2AD","6 Castle Lane, Swansea, SA1 2AD",6,Castle Lane,6 Castle Lane,Swansea,SA1 2AD,,
"Manchester Central Library, St Peter's Square, Manchester, M2 5PD","St Peter's Square, Manchester, M2 5PD",,St Peter's Square,St Peter's Square,Manchester,M2 5PD,,
"Main Office: Northern Star Ltd, 11 Polaris Street, Newcastle NE1 3XY Company Registration Number: 22334455","11 Polaris Street, Newcastle NE1 3XY",11,Polaris Street,11 Polaris Street,Newcastle,NE1 3XY,,
"Address: The Bluebell Cafe 12 Market Place, Ashbourne, DE6 1EU","12 Market Place, Ashbourne, DE6 1EU",12,Market Place,12 Market Place,Ashbourne,DE6 1EU,,
"Greenwood Books, 45 Elm Road, Bristol, BS8 3AT, UK","45 Elm Road, Bristol, BS8 3AT",45,Elm Road,45 Elm Road,Bristol,BS8 3AT,Bristol,UK
Central Library 12 Castle Street Edinburgh EH2 3AT,12 Castle Street Edinburgh EH2 3AT,12,Castle Street,Castle Street,Edinburgh,EH2 3AT,,
Sunshine Dental Clinic Registered Office: 12 Queen's Avenue Bristol BS8 1SE,12 Queen's Avenue Bristol BS8 1SE,12,Queen's Avenue,12 Queen's Avenue,Bristol,BS8 1SE,,
"Unit 12, The Business Centre, Molly Millars Lane, Wokingham, RG41 2QY, Tel: +44 118 977 7777","Molly Millars Lane, Wokingham, RG41 2QY",,Molly Millars Lane,Molly Millars Lane,Wokingham,RG41 2QY,Berkshire,
"8 Church Lane, Headingley, Leeds, LS6 2AD",,8,Church Lane,8 Church Lane,Leeds,LS6 2AD,Headingley,
"King Street, Manchester Greater Manchester M2 4NH",,,King Street,King Street,Manchester,M2 4NH,Greater Manchester,
"MJ Abbott Limited, Bratch Lane, Dinton, Salisbury, Wiltshire, SP3 5EB, UK","Bratch Lane, Dinton, Salisbury, Wiltshire, SP3 5EB",,Bratch Lane,Bratch Lane,Salisbury,SP3 5EB,Wiltshire,UK
Easthams Solicitors Limited Registered Office: Continental House 292 302 Church Street Blackpool FY1 3QA,302 Church Street Blackpool FY1 3QA,302,Church Street,302 Church Street,Blackpool,FY1 3QA,,
"Park Avenue, Leeds West Yorkshire LS8 2HH",,,Park Avenue,Park Avenue,Leeds,LS8 2HH,West Yorkshire,
"Luxury Interiors Ltd, Registered in England, Company No 99887766, Registered at 5 Royal Avenue, Bath, BA1 2QS, VAT Registration No 901 2345 67","5 Royal Avenue, Bath, BA1 2QS",5,Royal Avenue,5 Royal Avenue,Bath,BA1 2QS,,
"ABC Enterprises Ltd, Registered in Northern Ireland, Company No NI789012, Registered at 8 Castle Street, Belfast, BT1 1AA, VAT Registration No 456 7890 12","8 Castle Street, Belfast, BT1 1AA",8,Castle Street,8 Castle Street,Belfast,BT1 1AA,,
"44 Market Street, York, YO1 8SU",,44,Market Street,Market Street,York,YO1 8SU,,
"Branch Office: Birchwood Centre, 12 Pine Lane, Riverside, Birmingham B1 1AA Tel: 0121 555 1234 Email: birchwood@centre.org","12 Pine Lane, Riverside, Birmingham B1 1AA",12,Pine Lane,12 Pine Lane,Birmingham,B1 1AA,,
"Sunset Villas Ltd, Cedar Close, Exeter, Devon, EX4 5DS, company number 05432109","Cedar Close, Exeter, Devon, EX4 5DS",,Cedar Close,Cedar Close,Exeter,EX4 5DS,Devon,
"Evergreen Landscapes 66 Queen's Road, Liverpool, L1 1AA 0151 789 1234 sales@evergreenlandscapes.co.uk","66 Queen's Road, Liverpool, L1 1AA",66,Queen's Road,66 Queen's Road,Liverpool,L1 1AA,,
"Future Growth Ltd, Ash Avenue, Leicester, Leicestershire, LE2 7QR, company number 08765432","Ash Avenue, Leicester, Leicestershire, LE2 7QR",,Ash Avenue,Ash Avenue,Leicester,LE2 7QR,Leicestershire,
15 Whitechapel Road Liverpool L1 6DZ,15 Whitechapel Road Liverpool L1 6DZ,15,Whitechapel Road,15 Whitechapel Road,Liverpool,L1 6DZ,,
"Church Lane, London Greater London NW9 8HH",,,Church Lane,Church Lane,London,NW9 8HH,Greater London,
" Meadowland Estates, Spruce Drive, Reading, Berkshire, RG1 8PP, company number 09876543","Spruce Drive, Reading, Berkshire, RG1 8PP",,Spruce Drive,Spruce Drive,Reading,RG1 8PP,Berkshire,
"Healthy Living Pharmacy Ltd Trading address: 98 Wellness Avenue, Cardiff, CF10 3AB Registered Company Number: 03456789 VAT number 890123456 Registered in England and Wales Telephone: 029 2034 5678 Email: contact@healthylivingpharmacy.co.uk","98 Wellness Avenue, Cardiff, CF10 3AB",98,Wellness Avenue,98 Wellness Avenue,Cardiff,CF10 3AB,,
"Edinburgh Castle, Castlehill, Edinburgh, EH1 2NG","Castlehill, Edinburgh, EH1 2NG",,Castlehill,Castlehill,Edinburgh,EH1 2NG,,
"Contact: John Doe, 123 High Street, Anytown, London NW1 4FG Tel: 020 7946 0958 Email: johndoe@example.com","123 High Street, Anytown, London NW1 4FG",123,High Street,123 High Street,London,NW1 4FG,,
Manchester Town Hall Albert Square Manchester M60 2LA,Albert Square Manchester M60 2LA,Albert Square,,Albert Square,Manchester,M60 2LA,,
"Chiswick Business Park, 566 Chiswick High Road, London W4 5YA","566 Chiswick High Road, London W4 5YA",566,Chiswick High Road,566 Chiswick High Road,London,W4 5YA,,
"Support Center: Ash Lodge, 101 Sycamore Road, Westend, Glasgow G2 4BB Tel: 0141 234 5678 Email: support@ashlodge.org","101 Sycamore Road, Westend, Glasgow G2 4BB",101,Sycamore Road,101 Sycamore Road,Glasgow,G2 4BB,,
Tech Solutions Ltd 5 Market Street Manchester M4 2AF,5 Market Street Manchester M4 2AF,5,Market Street,Market Street,Manchester,M4 2AF,,
"Warehouse: Building 8, 12 Oak Lane, Leeds, LS9 7AA","12 Oak Lane, Leeds, LS9 7AA",12,Oak Lane,12 Oak Lane,Leeds,LS9 7AA,,
"123 Kingsway, Holborn, London, WC2B 6NH, Tel: +44 20 7836 5555","123 Kingsway, Holborn, London, WC2B 6NH",123,Kingsway,123 Kingsway,London,WC2B 6NH,Greater London,
"Main Office: Red Brick Ltd, 8 High Street, Leeds LS1 4AG Company Registration Number: 99887766","8 High Street, Leeds LS1 4AG",8,High Street,8 High Street,Leeds,LS1 4AG,,
Leeds General Infirmary Great George St Leeds LS1 3EX,Great George St Leeds LS1 3EX,Great George St,,Great George St,Leeds,LS1 3EX,,
Unit 3 The Business Centre 89 West Street Brighton BN1 2RH,Unit 3 The Business Centre 89 West Street Brighton BN1 2RH,89,West Street,Unit 3 The Business Centre 89 West Street,Brighton,BN1 2RH,,
Awsworth Motor Company Ltd Main Street Awsworth Nottingham NG16 2RN,Main Street Awsworth Nottingham NG16 2RN,,Main Street,Main Street,Nottingham,NG16 2RN,,
Liverpool Cathedral St James Mt Liverpool L1 7AZ,St James Mt Liverpool L1 7AZ,St James Mt,,St James Mt,Liverpool,L1 7AZ,,
Sunset Hotel 8 Queen Avenue Liverpool L1 1RH,8 Queen Avenue Liverpool L1 1RH,8,Queen Avenue,Queen Avenue,Liverpool,L1 1RH,,
"22 Park Avenue, Moseley, Birmingham, B13 8AH",,22,Park Avenue,22 Park Avenue,Birmingham,B13 8AH,Moseley,
"Royal Liverpool University Hospital, Prescot Street, Liverpool, L7 8XP","Prescot Street, Liverpool, L7 8XP",,Prescot Street,Prescot Street,Liverpool,L7 8XP,,
"Unit 12, Riverside Retail Park, LS10 1ET","Riverside Retail Park, LS10 1ET",,Riverside Retail Park,Riverside Retail Park,,LS10 1ET,,
"John Smith, 12 Baker Street, Westminster, London, NW1 6XE","Baker Street, Westminster, London, NW1 6XE",12,Baker Street,Baker Street,London,NW1 6XE,,
"4 Oak House, High St, Oxford, Oxfordshire, OX1 4BE, UK","High St, Oxford, Oxfordshire, OX1 4BE",,High St,High St,Oxford,OX1 4BE,Oxfordshire,UK
"Westfield Stratford City, Montfichet Road, London E20 1EJ","Montfichet Road, London E20 1EJ",,Montfichet Road,Montfichet Road,London,E20 1EJ,,
"17-19 Bedford Row, London, WC1R 4EB, Tel: +44 20 7404 3447","17-19 Bedford Row, London, WC1R 4EB",17-19,Bedford Row,17-19 Bedford Row,London,WC1R 4EB,Greater London,
"Wilson & Co Accountants 50 Church Street, Sheffield, S1 2LG 0114 234 5678 info@wilsonaccountants.co.uk","50 Church Street, Sheffield, S1 2LG",50,Church Street,50 Church Street,Sheffield,S1 2LG,,
Rosewood Hotel Registered Office: 50 Kensington Road London SW7 4QH,50 Kensington Road London SW7 4QH,50,Kensington Road,50 Kensington Road,London,SW7 4QH,,
"20 Fenchurch Street, London, EC3M 3BY, Tel: +44 20 7320 1234","20 Fenchurch Street, London, EC3M 3BY",20,Fenchurch Street,20 Fenchurch Street,London,EC3M 3BY,Greater London,
"Sales Office: Willow House, 88 Maple Drive, Southend, Cardiff CF10 3BB Tel: 029 2045 6789 Email: sales@willowhouse.com","88 Maple Drive, Southend, Cardiff CF10 3BB",88,Maple Drive,88 Maple Drive,Cardiff,CF10 3BB,,
"The Shard, 32 London Bridge Street, London SE1 9SG","32 London Bridge Street, London SE1 9SG",32,London Bridge Street,32 London Bridge Street,London,SE1 9SG,,
"Sunset Inn, 99 Ocean Drive, Brighton, BN2 1TW, UK","99 Ocean Drive, Brighton, BN2 1TW",99,Ocean Drive,99 Ocean Drive,Brighton,BN2 1TW,Brighton,UK
"Main Office: Level 2, 18 High Street, Belfast, BT1 2AA","18 High Street, Belfast, BT1 2AA",18,High Street,18 High Street,Belfast,BT1 2AA,,
"14 Victoria Square, Birmingham, B1 1BB, United Kingdom",,14,Victoria Square,Victoria Square,Birmingham,B1 1BB,,United Kingdom
Edinburgh Castle Castlehill Edinburgh EH1 2NG,Castlehill Edinburgh EH1 2NG,Castlehill,,Castlehill,Edinburgh,EH1 2NG,,
"Elm Tree Café Registered Office: Ground Floor, 19 Elm Street Edinburgh EH2 3NH",19 Elm Street Edinburgh EH2 3NH,19,Elm Street,"Ground Floor, 19 Elm Street",Edinburgh,EH2 3NH,,
"10 Downing Street, Westminster, London, SW1A 2AA",,10,Downing Street,10 Downing Street,London,SW1A 2AA,Westminster,
"Amazon UK Services Ltd, 1 Principal Place, Worship Street, London, EC2A 2FA","Worship Street, London, EC2A 2FA",1,Principal Place,Worship Street,London,EC2A 2FA,,
Customer Service: 456 High Street B17 9QT Birmingham GB Telephone: 0121 456 7890 Email: support@example.com Registered Address: 456 High Street B17 9QT Birmingham GB Company Reg Number: 7654321 England VAT number: 123 4567 89,456 High Street B17 9QT Birmingham GB,456,High Street,456 High Street,Birmingham,B17 9QT,,GB
Greenfield Pharmacy Registered Office: 78-80 Main Road Manchester M20 4WA,78 Main Road Manchester M20 4WA,78,Main Road,78 Main Road,Manchester,M20 4WA,,
"Address: Riverside Apartments 101 River Walk, Reading, RG1 2NU","101 River Walk, Reading, RG1 2NU",101,River Walk,101 River Walk,Reading,RG1 2NU,,
"25 High Street, Kensington, London, W8 5NP",,25,High Street,25 High Street,London,W8 5NP,Kensington,
"Office: Green Gardens Ltd, 50 Rose Lane, Liverpool L18 5ED Company Registration Number: 11223344","50 Rose Lane, Liverpool L18 5ED",50,Rose Lane,50 Rose Lane,Liverpool,L18 5ED,,
"Main Branch: Maple House, 456 Oak Road, Smallville, Manchester M1 2AB Tel: 0161 123 4567 Email: contact@maplehouse.co.uk","456 Oak Road, Smallville, Manchester M1 2AB",456,Oak Road,456 Oak Road,Manchester,M1 2AB,,
London Councils 59 Southwark Street London SE1 0AL,59 Southwark Street London SE1 0AL,59,Southwark Street,59 Southwark Street,London,SE1 0AL,,
Baker Street Café Registered Office: 221B Baker Street London NW1 6XE,221B Baker Street London NW1 6XE,221B,Baker Street,221B Baker Street,London,NW1 6XE,,
"Registered office: Sort Of Films Ltd Sort Of Films Ltd, Electric Works, 3 Concourse Way, Sheffield S1 2BJ Company Registration Number: 4898824","3 Concourse Way, Sheffield S1 2BJ",3,Concourse Way,3 Concourse Way,Sheffield,S1 2BJ,,
1st Choice Properties 15 High Street Birmingham B4 7SL,15 High Street Birmingham B4 7SL,15,High Street,High Street,Birmingham,B4 7SL,,
"Mobile People Powered Logistics 200 Park Lane Birmingham B35 6LJ Email:info@senditmobile com","200 Park Lane Birmingham B35 6LJ","200","Park Lane","200 Park Lane","Birmingham","B35 6LJ","",""
"Greenwood Electronics 15 High Street London SW1A 1AA Phone:+44 20 7946 0958","15 High Street London SW1A 1AA","15","High Street","15 High Street","London","SW1A 1AA","",""
"Sunrise Cafe 82 King's Road Brighton BN1 2LN","82 King's Road Brighton BN1 2LN","82","King's Road","82 King's Road","Brighton","BN1 2LN","",""
"Office Supplies Ltd 44 Baker Street Manchester M1 2LL","44 Baker Street Manchester M1 2LL","44","Baker Street","44 Baker Street","Manchester","M1 2LL","",""
"Tech Innovations 77 Lombard Street London EC3V 9AY Email:contact@techinnovations.co.uk","77 Lombard Street London EC3V 9AY","77","Lombard Street","77 Lombard Street","London","EC3V 9AY","",""
"Healthy Living Center 3 Parkside Road Leeds LS1 4AB","3 Parkside Road Leeds LS1 4AB","3","Parkside Road","3 Parkside Road","Leeds","LS1 4AB","",""
"Brighton Arts 29 Seaside Road Brighton BN2 1PB","29 Seaside Road Brighton BN2 1PB","29","Seaside Road","29 Seaside Road","Brighton","BN2 1PB","",""
"Academy of Music 120 Queen's Gate London SW7 5LP","120 Queen's Gate London SW7 5LP","120","Queen's Gate","120 Queen's Gate","London","SW7 5LP","",""
"The Corner Shop 5 Market Street York YO1 8SJ","5 Market Street York YO1 8SJ","5","Market Street","5 Market Street","York","YO1 8SJ","",""
"Creative Designs 64 Bridge Street Cambridge CB2 1UR","64 Bridge Street Cambridge CB2 1UR","64","Bridge Street","64 Bridge Street","Cambridge","CB2 1UR","",""
"Fitness First 88 Willow Lane Sheffield S1 2HH","88 Willow Lane Sheffield S1 2HH","88","Willow Lane","88 Willow Lane","Sheffield","S1 2HH","",""
"Unit 7 Shipston Business Village Tilemans Lane Warwickshire CV36 4FF United Kingdom","","","Tilemans Lane","Tilemans Lane","Warwickshire","CV36 4FF","","United Kingdom"
"Flat 2 18 Baker Street London W1U 8BJ","","18","Baker Street","18 Baker Street","London","W1U 8BJ","","United Kingdom"
"27B King Street Manchester M2 4LQ","","27B","King Street","27B King Street","Manchester","M2 4LQ","","United Kingdom"
"4th Floor 50 George Square Edinburgh EH8 9LH Scotland","","50","George Square","50 George Square","Edinburgh","EH8 9LH","Scotland","United Kingdom"
"123 High Street Kensington London W8 5SA","","123","High Street Kensington","123 High Street Kensington","London","W8 5SA","","United Kingdom"
"Office 6 29-30 Horse Fair Banbury OX16 0AE","","29-30","Horse Fair","29-30 Horse Fair","Banbury","OX16 0AE","","United Kingdom"
"Suite 4 2nd Floor 5-7 John Princes St Marylebone London W1G 0JN","","5-7","John Princes St","5-7 John Princes St","Marylebone, London","W1G 0JN","","United Kingdom"
"56-60 Whitworth St Manchester M1 3QW","","56-60","Whitworth St","56-60 Whitworth St","Manchester","M1 3QW","","United Kingdom"
"Unit 12 Docklands Business Centre London E14 9GL","","","Docklands Business Centre","Docklands Business Centre","London","E14 9GL","","United Kingdom"
"Apartment 45 1-3 Abbey Road Cambridge CB5 8HQ","","1-3","Abbey Road","1-3 Abbey Road","Cambridge","CB5 8HQ","","United Kingdom"
"18 Mead Business Centre, Mead Lane, Hertford SG13 7BJ, Regatul Unit","","18","Mead Lane","18 Mead Lane","Hertford","SG13 7BJ","","Regatul Unit"
"25 Green Park, Reading RG2 6GP, United Kingdom","","25","Green Park","25 Green Park","Reading","RG2 6GP","","United Kingdom"
"Flat 12, 7 Baker Street, London W1U 3AH","","7","Baker Street","7 Baker Street","London","W1U 3AH","",""
"5 Market Square, Cambridge CB2 3QJ","","5","Market Square","5 Market Square","Cambridge","CB2 3QJ","",""
"42 High Street, Edinburgh EH1 1TG, Scotland","","42","High Street","42 High Street","Edinburgh","EH1 1TG","","Scotland"
"3 King's Road, Brighton BN1 1ND","","3","King's Road","3 King's Road","Brighton","BN1 1ND","",""
"Unit 4, 9 Westgate, Leeds LS1 4DN","","9","Westgate","9 Westgate","Leeds","LS1 4DN","",""
"14 St. Mary's Close, Oxford OX1 1TL","","14","St. Mary's Close","14 St. Mary's Close","Oxford","OX1 1TL","",""
"7 Church Lane, Manchester M4 8GD","","7","Church Lane","7 Church Lane","Manchester","M4 8GD","",""
"31 Station Road, Bristol BS1 6QA","","31","Station Road","31 Station Road","Bristol","BS1 6QA","",""
"22 Victoria Street, Belfast BT1 3GG, Northern Ireland","","22","Victoria Street","Victoria Street","Belfast","BT1 3GG","","Northern Ireland"
"86-90, Paul St, London EC2A 4NE, Regatul Unit","","86-90","Paul St","86-90 Paul St","London","EC2A 4NE","","Regatul Unit"
"123 Baker St, London W1U 6RY","","123","Baker St","123 Baker St","London","W1U 6RY","",""
"Flat 5, 12 High Street, Oxford OX1 4DN","","12","High Street","12 High Street","Oxford","OX1 4DN","",""
"456-458, King's Rd, Chelsea, London SW10 0LJ","","456-458","King's Rd","456-458 King's Rd","Chelsea, London","SW10 0LJ","",""
"78, George St, Edinburgh EH2 3BU","","78","George St","78 George St","Edinburgh","EH2 3BU","",""
"Flat 6, 89, Princes St, Edinburgh EH2 2ER","","89","Princes St","89 Princes St","Edinburgh","EH2 2ER","",""
"Unit 12, 34-36, Queen's Rd, Brighton BN1 3XD","","34-36","Queen's Rd","34-36 Queen's Rd","Brighton","BN1 3XD","",""
"Apartment 8, 22, Market St, Manchester M1 1PW","","22","Market St","22 Market St","Manchester","M1 1PW","",""
"45-47, Victoria St, Bristol BS1 6AA","","45-47","Victoria St","45-47 Victoria St","Bristol","BS1 6AA","",""
"Building 9, 15-17, Castle St, Cambridge CB3 0AH","","15-17","Castle St","15-17 Castle St","Cambridge","CB3 0AH","",""
"22, North Bridge, Edinburgh EH1 1TR","","22","North Bridge","22 North Bridge","Edinburgh","EH1 1TR","",""
"46-48 Mitcham Rd, London SW17 9NA, United Kingdom","","46-48","Mitcham Rd","46-48 Mitcham Rd","London","SW17 9NA","","United Kingdom"
"123 Baker St, London NW1 6XE, United Kingdom","","123","Baker St","123 Baker St","London","NW1 6XE","","United Kingdom"
"789 High St, Edinburgh EH1 1SU","","789","High St","789 High St","Edinburgh","EH1 1SU","",""
"56-58 Oxford Rd, Manchester M1 5AN","","56-58","Oxford Rd","56-58 Oxford Rd","Manchester","M1 5AN","",""
"15-17 Kingsway, Cardiff CF10 3FD","","15-17","Kingsway","15-17 Kingsway","Cardiff","CF10 3FD","",""
